@RELATION METAFEATURES

@ATTRIBUTE openml_task_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE PercentageOfBinaryFeatures NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE Quartile3StdDevOfNumericAtts NUMERIC
@ATTRIBUTE J48.0001.Kappa NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE REPTreeDepth3ErrRate NUMERIC
@ATTRIBUTE StdvNominalAttDistinctValues NUMERIC
@ATTRIBUTE RandomTreeDepth2ErrRate NUMERIC
@ATTRIBUTE MinAttributeEntropy NUMERIC
@ATTRIBUTE J48.00001.Kappa NUMERIC
@ATTRIBUTE J48.00001.AUC NUMERIC
@ATTRIBUTE Quartile2MutualInformation NUMERIC
@ATTRIBUTE RandomTreeDepth2AUC NUMERIC
@ATTRIBUTE MaxMutualInformation NUMERIC
@ATTRIBUTE Quartile1SkewnessOfNumericAtts NUMERIC
@ATTRIBUTE MinKurtosisOfNumericAtts NUMERIC
@ATTRIBUTE EquivalentNumberOfAtts NUMERIC
@ATTRIBUTE J48.0001.ErrRate NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE REPTreeDepth3Kappa NUMERIC
@ATTRIBUTE REPTreeDepth2ErrRate NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE MajorityClassSize NUMERIC
@ATTRIBUTE Quartile1StdDevOfNumericAtts NUMERIC
@ATTRIBUTE Quartile3SkewnessOfNumericAtts NUMERIC
@ATTRIBUTE Quartile3KurtosisOfNumericAtts NUMERIC
@ATTRIBUTE Quartile2MeansOfNumericAtts NUMERIC
@ATTRIBUTE MaxNominalAttDistinctValues NUMERIC
@ATTRIBUTE NumberOfSymbolicFeatures NUMERIC
@ATTRIBUTE MeanNominalAttDistinctValues NUMERIC
@ATTRIBUTE MeanMeansOfNumericAtts NUMERIC
@ATTRIBUTE J48.001.AUC NUMERIC
@ATTRIBUTE DecisionStumpErrRate NUMERIC
@ATTRIBUTE MinNominalAttDistinctValues NUMERIC
@ATTRIBUTE J48.001.Kappa NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE Quartile3AttributeEntropy NUMERIC
@ATTRIBUTE REPTreeDepth2AUC NUMERIC
@ATTRIBUTE PercentageOfNumericFeatures NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE MajorityClassPercentage NUMERIC
@ATTRIBUTE J48.001.ErrRate NUMERIC
@ATTRIBUTE Dimensionality NUMERIC
@ATTRIBUTE MeanSkewnessOfNumericAtts NUMERIC
@ATTRIBUTE MeanAttributeEntropy NUMERIC
@ATTRIBUTE MeanMutualInformation NUMERIC
@ATTRIBUTE NumberOfBinaryFeatures NUMERIC
@ATTRIBUTE DecisionStumpKappa NUMERIC
@ATTRIBUTE NaiveBayesErrRate NUMERIC
@ATTRIBUTE DecisionStumpAUC NUMERIC
@ATTRIBUTE Quartile3MutualInformation NUMERIC
@ATTRIBUTE MaxMeansOfNumericAtts NUMERIC
@ATTRIBUTE MinStdDevOfNumericAtts NUMERIC
@ATTRIBUTE Quartile1KurtosisOfNumericAtts NUMERIC
@ATTRIBUTE REPTreeDepth1Kappa NUMERIC
@ATTRIBUTE MeanKurtosisOfNumericAtts NUMERIC
@ATTRIBUTE REPTreeDepth3AUC NUMERIC
@ATTRIBUTE MaxStdDevOfNumericAtts NUMERIC
@ATTRIBUTE J48.00001.ErrRate NUMERIC
@ATTRIBUTE RandomTreeDepth1AUC NUMERIC
@ATTRIBUTE MaxKurtosisOfNumericAtts NUMERIC
@ATTRIBUTE RandomTreeDepth3ErrRate NUMERIC
@ATTRIBUTE MinMutualInformation NUMERIC
@ATTRIBUTE Quartile1MutualInformation NUMERIC
@ATTRIBUTE REPTreeDepth1ErrRate NUMERIC
@ATTRIBUTE RandomTreeDepth2Kappa NUMERIC
@ATTRIBUTE RandomTreeDepth3Kappa NUMERIC
@ATTRIBUTE REPTreeDepth2Kappa NUMERIC
@ATTRIBUTE MinSkewnessOfNumericAtts NUMERIC
@ATTRIBUTE REPTreeDepth1AUC NUMERIC
@ATTRIBUTE Quartile1AttributeEntropy NUMERIC
@ATTRIBUTE Quartile3MeansOfNumericAtts NUMERIC
@ATTRIBUTE NoiseToSignalRatio NUMERIC
@ATTRIBUTE RandomTreeDepth3AUC NUMERIC
@ATTRIBUTE Quartile1MeansOfNumericAtts NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE Quartile2SkewnessOfNumericAtts NUMERIC
@ATTRIBUTE NaiveBayesAUC NUMERIC
@ATTRIBUTE J48.0001.AUC NUMERIC
@ATTRIBUTE MaxAttributeEntropy NUMERIC
@ATTRIBUTE Quartile2StdDevOfNumericAtts NUMERIC
@ATTRIBUTE NaiveBayesKappa NUMERIC
@ATTRIBUTE MaxSkewnessOfNumericAtts NUMERIC
@ATTRIBUTE PercentageOfSymbolicFeatures NUMERIC
@ATTRIBUTE RandomTreeDepth1Kappa NUMERIC
@ATTRIBUTE MinorityClassSize NUMERIC
@ATTRIBUTE MeanStdDevOfNumericAtts NUMERIC
@ATTRIBUTE Quartile2AttributeEntropy NUMERIC
@ATTRIBUTE Quartile2KurtosisOfNumericAtts NUMERIC
@ATTRIBUTE MinMeansOfNumericAtts NUMERIC
@ATTRIBUTE RandomTreeDepth1ErrRate NUMERIC

@DATA
2097,1,0.0,36.0,1.00019496903999,0.8251502111257196,2.4833618760456604,0.15349922239502334,-1.0,0.16625194401244167,NaN,0.8251502111257196,0.9196059946130821,NaN,0.8991170554983932,NaN,-0.5169352873373212,-0.9203695888537062,NaN,0.14136858475894246,0.0,0.8100028845003834,0.15349922239502334,0.0,0.0,1531.0,0.9999476046670991,0.674236046375788,0.8487815150750375,-5.980934681182077E-4,-1.0,1.0,-1.0,-5.560885260065568E-4,0.9196059946130821,0.563452566096423,-1.0,0.8251502111257196,37.0,NaN,0.962333455035218,97.2972972972973,6.0,23.81026438569207,0.14136858475894246,0.0057542768273716955,0.04044764901932435,-1.0,NaN,0.0,0.26828644698090565,0.20326594090202177,0.710936921295261,NaN,-1.2632970451004983E-4,0.9996387437607491,-0.8399975597307479,0.8100028845003834,-0.15537251350073528,0.962333455035218,1.000288281975084,0.14136858475894246,0.8991170554983932,1.2753938124377848,0.16625194401244167,NaN,NaN,0.15349922239502334,0.7945482122759002,0.7945482122759002,0.8100028845003834,-0.6738022262783702,0.962333455035218,NaN,-3.569454121306042E-4,NaN,0.8991170554983932,-7.437709953344483E-4,0.0,6430.0,-0.039962548903691414,0.9605992160078025,0.9196059946130821,NaN,1.000005292304591,0.7513714566665727,0.919209497305852,2.7027027027027026,0.7945482122759002,625.0,1.0000219953862934,NaN,-0.4807987210091791,-8.629685847588969E-4,0.16625194401244167
2098,1,0.0,7.0,2.923882427705056,0.10074851955160159,3.602007147622906,0.7541297581996649,0.0,0.8072779506823079,1.5815100477524742,0.10074851955160159,0.5828500087002606,0.23398435498208,0.5490206498274153,0.23398435498208,0.17683750778709822,-0.04756425870733061,15.394222181644453,0.8005745750538664,0.0,0.14312000429301272,0.7541297581996649,0.0,0.0,689.0,0.10877804775617597,1.1066038782409204,1.3167571705095966,0.5239920995930099,3.0,2.0,3.0,7.5760060654796515,0.5828500087002606,0.7895618865214269,3.0,0.10074851955160159,9.0,1.5815100477524742,0.6992918896275563,77.77777777777779,29.0,16.49509217141489,0.8005745750538664,0.0021546564519990424,0.6941868457811919,1.5815100477524742,0.23398435498208,0.0,0.08282937175915918,0.7699305721809911,0.6428136589927034,0.23398435498208,62.82823200000001,0.04182705660725928,0.07205569289921554,0.14312000429301272,6.565462244880678,0.6992918896275563,8.374083392436654,0.8005745750538664,0.5490206498274153,75.91420163434016,0.8072779506823079,0.23398435498208,0.23398435498208,0.7541297581996649,0.0977280560036181,0.0977280560036181,0.14312000429301272,-0.6395668896334741,0.6992918896275563,1.5815100477524742,8.478976724137933,5.759041850783555,0.5490206498274153,0.22785038908385247,0.0,4177.0,0.6206295175858786,0.7092786999199927,0.5828500087002606,1.5815100477524742,0.22196294903322086,0.1359288511159016,3.1273192620537418,22.22222222222222,0.0977280560036181,0.0,1.8002553416326432,1.5815100477524742,0.5921152607070259,0.1395163993296614,0.8072779506823079
2102,1,0.0,14.0,80.61760056258038,0.4228639201732976,2.262083620428274,0.5557065217391305,7.1274118724821856,0.5190217391304348,2.5810641739409617,0.4228639201732976,0.8276681872249634,0.40765214345173,0.7594001486877614,0.42753276429854,-0.39489237027829605,-1.8846608031483543,5.9334684401020565,0.43478260869565216,95.0,0.2672017371533179,0.5557065217391305,3.0434782608695654,12.907608695652172,214.0,0.7785027891812959,0.9522999780252427,1.3391927424184737,6.249602617058819,27.0,6.0,15.4,390.0868288072737,0.8276681872249634,0.5054347826086957,8.0,0.4228639201732976,20.0,4.009738246275191,0.7171370640805235,70.0,5.0,29.076086956521742,0.43478260869565216,0.02717391304347826,2.5445684724664086,3.4626363060529055,0.381241367214446,0.0,0.30247986100142155,0.45108695652173914,0.7519401667350958,0.425964983779695,2054.7393689986284,0.49318784476285227,-0.505047559915994,0.21342963107554172,62.34149038812772,0.7171370640805235,1551.7798185802092,0.43478260869565216,0.6899185587085939,728.9461780790249,0.4945652173913043,0.24650313929826,0.323312362530555,0.595108695652174,0.2945964186878558,0.3603331279935438,0.2672017371533179,-0.6950006449231323,0.6990624709081635,2.908861461974274,403.0027173913044,8.082530396301912,0.8003949838248884,2.882908545727136,448.0,736.0,0.1108941970359049,0.8520788174118736,0.8276681872249634,4.2373637557635595,1.346599657375366,0.42741183362624485,27.03550412283855,30.0,0.13364378865633428,105.0,172.61081562461908,3.4759821137655975,0.4124376459293364,-2.5842391304347827,0.6195652173913043
1701,1,0.10256410256410256,6.0,771.8590427889504,0.7043302166347443,1.189833856204398,0.08463251670378619,1.5576059718800395,0.0801781737193764,-0.0,0.7043302166347443,0.9391585368767195,0.0,0.9296999989655875,0.40908953764451,0.967384603629726,-0.9723842038435437,26.839183802676523,0.10356347438752785,898.0,0.768583383630482,0.08463251670378619,0.6331734338415853,1.0,684.0,10.505435772171138,3.7546438249219056,12.741748058445403,21.222160356347437,7.0,33.0,1.6363636363636362,348.50426818856715,0.9391585368767195,0.22828507795100222,0.0,0.7043302166347443,39.0,0.2385631077559124,0.962680369298288,0.15384615384615385,5.0,0.7616926503340757,0.10356347438752785,0.043429844097995544,2.0269825910719437,0.2515351603742048,0.044331968697414056,4.0,0.4503332218612649,0.24610244988864144,0.8652735384332186,0.0206465881071925,1263.0946547884187,0.871208280971892,-0.40305022089010156,0.768583383630482,4.6480244352098286,0.962680369298288,1871.3991072665933,0.10356347438752785,0.9296999989655875,13.215477213878724,0.0801781737193764,0.0,0.0,0.08463251670378619,0.7953250436852635,0.7953250436852635,0.768583383630482,0.07299048442083138,0.962680369298288,0.0,901.2636692650334,4.673900071775454,0.9296999989655875,3.025695155902005,22175.0,898.0,1.6547313364025702,0.9315907109421729,0.9391585368767195,1.8215224482924186,69.85338529046133,0.5569590016631507,3.7616019689156888,0.8461538461538461,0.7953250436852635,8.0,405.17326983791025,0.0,1.6372437439142264,1.1985489977728285,0.0801781737193764
1702,1,0.9459459459459459,0.0,?,0.9843258097219999,0.9985755386554582,0.01376720901126408,0.1643989873053572,0.05444305381727159,0.004094030352641959,0.9843258097219999,0.9960622907889662,0.00542648921343,0.9451363376145694,0.19826687955488,?,?,52.14040169716265,0.007822277847309137,0.0,0.972417266903898,0.01376720901126408,0.0,0.0,1669.0,?,?,?,?,3.0,37.0,2.027027027027027,?,0.9960622907889662,0.33948685857321653,2.0,0.9843258097219999,37.0,0.9132329806576945,0.997615519019934,0.0,2.0,0.522215269086358,0.007822277847309137,0.011576971214017523,?,0.5901482912442314,0.01915166562113,35.0,0.3396437687719142,0.12108886107634544,0.6714034536324981,0.0184861208375775,?,?,?,0.972417266903898,?,0.997615519019934,?,0.007822277847309137,0.9451363376145694,?,0.05444305381727159,1.18053E-9,7.77595577705E-4,0.01376720901126408,0.8908498653739637,0.8908498653739637,0.972417266903898,?,0.997615519019934,0.28756000355035294,?,29.814462977732955,0.9451363376145694,?,0.0,3196.0,?,0.9520419938608541,0.9960622907889662,0.9956521852360185,?,0.7569708778154078,?,1.0,0.8908498653739637,1527.0,?,0.6794996247614244,?,?,0.05444305381727159
1705,1,0.0,16.0,2.5474231354919117,0.8349979241615618,4.69981072657316,0.20315,0.0,0.1769,NaN,0.8349979241615618,0.9379676053125593,NaN,0.9080139521161272,NaN,-0.13733042812365298,-0.4211788221168451,NaN,0.15865,0.0,0.7887152321892192,0.20315,0.0,0.0,813.0,2.017438812826727,0.653378002627639,1.1728389823381402,5.913225000000001,26.0,1.0,26.0,5.925465624999998,0.9379676053125593,0.9293,26.0,0.8349979241615618,17.0,NaN,0.9544303249787935,0.9411764705882353,26.0,0.04065,0.15865,8.5E-4,0.29029703410184804,-1.0,NaN,0.0,0.03276976655404448,0.36025,0.6574545268026781,NaN,8.338849999999995,1.5467224363199539,0.3091324958538607,0.7887152321892192,0.6977379005298701,0.9544303249787935,3.304555303560269,0.15865,0.9080139521161272,2.075245046157538,0.1769,NaN,NaN,0.20315,0.816017080292,0.816017080292,0.7887152321892192,-0.31007906987268463,0.9544303249787935,NaN,7.7260124999999995,NaN,0.9080139521161272,4.174812499999999,0.0,20000.0,0.2543345879398813,0.9559207236903551,0.9379676053125593,NaN,2.2933721022270195,0.6253250509940796,1.1599750154235924,0.058823529411764705,0.816017080292,734.0,2.273771145446362,NaN,0.8853044390128566,3.046099999999995,0.1769
1710,1,0.0,4.0,1.4153462926807447,0.6373963655418936,1.318116246441582,0.2144,0.0,0.2144,NaN,0.6373963655418936,0.8406824596109461,NaN,0.834430637982196,NaN,0.0,-1.3007984392499798,NaN,0.1984,0.0,0.602373887240356,0.2144,0.0,0.0,288.0,1.4153462926807447,0.0,-1.3007984392499718,3.0,3.0,1.0,3.0,3.0,0.8406824596109461,0.376,3.0,0.6373963655418936,5.0,NaN,0.8525668273986152,0.8,3.0,0.4608,0.1984,0.008,0.0,-1.0,NaN,0.0,0.3026706231454006,0.104,0.6469194362017804,NaN,3.0,1.4153462926807447,-1.3007984392499787,0.602373887240356,-1.3007984392499752,0.8525668273986152,1.4153462926807447,0.1984,0.834430637982196,-1.300798439249971,0.2144,NaN,NaN,0.2144,0.6257317781650802,0.6257317781650802,0.602373887240356,0.0,0.8525668273986152,NaN,3.0,NaN,0.834430637982196,3.0,0.0,625.0,0.0,0.9630951121002308,0.8406824596109461,NaN,1.4153462926807447,0.8071216617210683,0.0,0.2,0.6257317781650802,49.0,1.4153462926807447,NaN,-1.300798439249975,3.0,0.2144
1711,1,0.0,216.0,26.656454521502432,0.8472222222222223,3.321928094887362,0.1575,-1.0,0.193,NaN,0.8472222222222223,0.9277102777777778,NaN,0.8927777777777776,NaN,-0.19674495823430635,-1.8165229642152725,NaN,0.1375,0.0,0.8250000000000001,0.1575,0.0,0.0,200.0,4.448095974964398,2.27977927294065,10.269611596859992,30.405797101449274,-1.0,1.0,-1.0,147.65365502602322,0.9277102777777778,0.8065,-1.0,0.8472222222222223,217.0,NaN,0.9486284722222221,99.53917050691244,10.0,10.0,0.1375,0.1085,1.0250577224723934,-1.0,NaN,0.0,0.10388888888888889,0.0765,0.7207469444444443,NaN,13207.129353233831,0.0,-0.05423844492807328,0.8250000000000001,15.861198805616464,0.9486284722222221,7947.066341939275,0.1375,0.8927777777777776,446.00663716814086,0.193,NaN,NaN,0.1575,0.7855555555555556,0.7855555555555556,0.8250000000000001,-21.166219538631086,0.9486284722222221,NaN,69.8695652173913,NaN,0.8927777777777776,9.054,0.0,2000.0,0.4542724483345337,0.9919074999999999,0.9277102777777778,NaN,10.650001043286531,0.915,21.166219538630987,0.4608294930875576,0.7855555555555556,200.0,39.537896506809425,NaN,2.125605524969977,-23.49911504424778,0.193
1713,1,0.0,76.0,0.08633520114293441,0.6866666666666666,3.321928094887362,0.2845,0.0,0.357,NaN,0.6866666666666666,0.8594219444444444,NaN,0.8016666666666664,NaN,0.4089907636277701,-1.1252793103314485,NaN,0.282,0.0,0.6838888888888889,0.2845,0.0,0.0,200.0,0.04270430540290948,0.7107847694791952,0.4381040236923678,0.1064998764125,10.0,1.0,10.0,0.13203208401769737,0.8594219444444444,0.8045,10.0,0.6866666666666666,77.0,NaN,0.9261233333333333,0.987012987012987,10.0,0.1,0.282,0.0385,0.5447006835842777,-1.0,NaN,0.0,0.10611111111111111,0.2465,0.72435,NaN,0.37731057175,0.037555498917336186,-0.17890148800194938,0.6838888888888889,0.11900628082326806,0.9261233333333333,0.17623067063193093,0.282,0.8016666666666664,1.994922620258805,0.357,NaN,NaN,0.2845,0.6033333333333334,0.6033333333333334,0.6838888888888889,-0.12062462029872044,0.9261233333333333,NaN,0.15576810663375001,NaN,0.8016666666666664,0.0863261346625,0.0,2000.0,0.5542281675523084,0.9626375,0.8594219444444444,NaN,0.052759297535721755,0.726111111111111,1.029985534649324,0.012987012987012988,0.6033333333333334,200.0,0.0671079516668835,NaN,0.06302301358113738,0.07169202572,0.357
1714,1,0.1,9.0,3.0525465017834734,0.876873811577773,0.9293179372497983,0.055793991416309016,0.0,0.044349070100143065,NaN,0.876873811577773,0.9269600826251608,NaN,0.9516904855835366,NaN,1.0449923682055797,-0.7988441354436415,NaN,0.055793991416309016,16.0,0.8756551129599474,0.055793991416309016,0.0022889842632331904,0.022889842632331903,458.0,2.3263320694866376,1.618319946298536,1.57850674634774,3.2074391988555093,2.0,1.0,2.0,3.1357041002822355,0.9269600826251608,0.08869814020028613,2.0,0.876873811577773,10.0,NaN,0.952780445378608,0.9,2.0,0.6552217453505007,0.055793991416309016,0.01430615164520744,1.477488666731089,-1.0,NaN,1.0,0.8107527445175151,0.04005722460658083,0.9249080432694923,NaN,4.417739628040058,1.7150779425067932,-0.3083522161398966,0.8756551129599474,1.6841150960407236,0.952780445378608,3.643857160492903,0.055793991416309016,0.9516904855835366,12.6578780670256,0.044349070100143065,NaN,NaN,0.055793991416309016,0.9017452695441621,0.9017452695441621,0.8756551129599474,0.5928585326862892,0.952780445378608,NaN,3.49121208503258,NaN,0.9516904855835366,2.836909871244634,16.0,699.0,1.233136557961704,0.9883078465880973,0.9269600826251608,NaN,2.85537923921701,0.9125445722405428,3.560657844495268,0.1,0.9017452695441621,241.0,2.7510805456186183,NaN,0.18462131150511896,1.589413447782546,0.044349070100143065
