@RELATION METAFEATURES

@ATTRIBUTE openml_data_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Quartile3KurtosisOfNumericAtts NUMERIC
@ATTRIBUTE Quartile2MutualInformation NUMERIC
@ATTRIBUTE Quartile2MeansOfNumericAtts NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE NaiveBayesAUC NUMERIC
@ATTRIBUTE kNN1NKappa NUMERIC
@ATTRIBUTE REPTreeDepth1Kappa NUMERIC
@ATTRIBUTE RandomTreeDepth1AUC NUMERIC
@ATTRIBUTE RandomTreeDepth3Kappa NUMERIC
@ATTRIBUTE MinCardinalityOfNumericAttributes NUMERIC
@ATTRIBUTE MinCardinalityOfNominalAttributes NUMERIC
@ATTRIBUTE J48.0001.ErrRate NUMERIC
@ATTRIBUTE StdevCardinalityOfNumericAttributes NUMERIC
@ATTRIBUTE NaiveBayesKappa NUMERIC
@ATTRIBUTE MaxAttributeEntropy NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE NumberOfSymbolicFeatures NUMERIC
@ATTRIBUTE J48.00001.ErrRate NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE Quartile3MutualInformation NUMERIC
@ATTRIBUTE PercentageOfSymbolicFeatures NUMERIC
@ATTRIBUTE StdvNominalAttDistinctValues NUMERIC
@ATTRIBUTE MeanCardinalityOfNominalAttributes NUMERIC
@ATTRIBUTE CfsSubsetEval_kNN1NKappa NUMERIC
@ATTRIBUTE MeanMutualInformation NUMERIC
@ATTRIBUTE MinorityClassPercentage NUMERIC
@ATTRIBUTE RandomTreeDepth2ErrRate NUMERIC
@ATTRIBUTE MaxCardinalityOfNominalAttributes NUMERIC
@ATTRIBUTE REPTreeDepth3AUC NUMERIC
@ATTRIBUTE MinMutualInformation NUMERIC
@ATTRIBUTE MaxMeansOfNumericAtts NUMERIC
@ATTRIBUTE MinSkewnessOfNumericAtts NUMERIC
@ATTRIBUTE J48.001.ErrRate NUMERIC
@ATTRIBUTE Quartile1StdDevOfNumericAtts NUMERIC
@ATTRIBUTE CfsSubsetEval_DecisionStumpAUC NUMERIC
@ATTRIBUTE MaxStdDevOfNumericAtts NUMERIC
@ATTRIBUTE DefaultAccuracy NUMERIC
@ATTRIBUTE kNN1NAUC NUMERIC
@ATTRIBUTE CfsSubsetEval_DecisionStumpKappa NUMERIC
@ATTRIBUTE J48.001.AUC NUMERIC
@ATTRIBUTE RandomTreeDepth3ErrRate NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE CfsSubsetEval_DecisionStumpErrRate NUMERIC
@ATTRIBUTE MinMeansOfNumericAtts NUMERIC
@ATTRIBUTE NaiveBayesErrRate NUMERIC
@ATTRIBUTE REPTreeDepth2Kappa NUMERIC
@ATTRIBUTE MeanMeansOfNumericAtts NUMERIC
@ATTRIBUTE RandomTreeDepth2Kappa NUMERIC
@ATTRIBUTE CfsSubsetEval_kNN1NErrRate NUMERIC
@ATTRIBUTE J48.00001.Kappa NUMERIC
@ATTRIBUTE DecisionStumpKappa NUMERIC
@ATTRIBUTE MeanCardinalityOfNumericAttributes NUMERIC
@ATTRIBUTE AutoCorrelation NUMERIC
@ATTRIBUTE Quartile1MeansOfNumericAtts NUMERIC
@ATTRIBUTE Quartile1KurtosisOfNumericAtts NUMERIC
@ATTRIBUTE RandomTreeDepth1ErrRate NUMERIC
@ATTRIBUTE REPTreeDepth1AUC NUMERIC
@ATTRIBUTE CfsSubsetEval_NaiveBayesErrRate NUMERIC
@ATTRIBUTE Quartile2SkewnessOfNumericAtts NUMERIC
@ATTRIBUTE J48.00001.AUC NUMERIC
@ATTRIBUTE CardinalityAtThree NUMERIC
@ATTRIBUTE DecisionStumpAUC NUMERIC
@ATTRIBUTE CfsSubsetEval_NaiveBayesKappa NUMERIC
@ATTRIBUTE MinorityClassSize NUMERIC
@ATTRIBUTE J48.0001.Kappa NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE MinorityClassPerentage NUMERIC
@ATTRIBUTE MeanSkewnessOfNumericAtts NUMERIC
@ATTRIBUTE J48.001.Kappa NUMERIC
@ATTRIBUTE MinNominalAttDistinctValues NUMERIC
@ATTRIBUTE DecisionStumpErrRate NUMERIC
@ATTRIBUTE REPTreeDepth3Kappa NUMERIC
@ATTRIBUTE REPTreeDepth1ErrRate NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE Quartile3StdDevOfNumericAtts NUMERIC
@ATTRIBUTE NumberOfBinaryFeatures NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfNumericFeatures NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE MinAttributeEntropy NUMERIC
@ATTRIBUTE CfsSubsetEval_kNN1NAUC NUMERIC
@ATTRIBUTE MeanNominalAttDistinctValues NUMERIC
@ATTRIBUTE Quartile2KurtosisOfNumericAtts NUMERIC
@ATTRIBUTE EquivalentNumberOfAtts NUMERIC
@ATTRIBUTE Dimensionality NUMERIC
@ATTRIBUTE MaxSkewnessOfNumericAtts NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE Quartile3SkewnessOfNumericAtts NUMERIC
@ATTRIBUTE kNN1NErrRate NUMERIC
@ATTRIBUTE RandomTreeDepth1Kappa NUMERIC
@ATTRIBUTE MinStdDevOfNumericAtts NUMERIC
@ATTRIBUTE MeanKurtosisOfNumericAtts NUMERIC
@ATTRIBUTE MaxNominalAttDistinctValues NUMERIC
@ATTRIBUTE Quartile2AttributeEntropy NUMERIC
@ATTRIBUTE CardinalityAtTwo NUMERIC
@ATTRIBUTE RandomTreeDepth2AUC NUMERIC
@ATTRIBUTE MinKurtosisOfNumericAtts NUMERIC
@ATTRIBUTE MeanAttributeEntropy NUMERIC
@ATTRIBUTE CfsSubsetEval_NaiveBayesAUC NUMERIC
@ATTRIBUTE MaxMutualInformation NUMERIC
@ATTRIBUTE RandomTreeDepth3AUC NUMERIC
@ATTRIBUTE Quartile1SkewnessOfNumericAtts NUMERIC
@ATTRIBUTE Quartile1AttributeEntropy NUMERIC
@ATTRIBUTE REPTreeDepth3ErrRate NUMERIC
@ATTRIBUTE PercentageOfBinaryFeatures NUMERIC
@ATTRIBUTE MeanStdDevOfNumericAtts NUMERIC
@ATTRIBUTE CardinalityAtFour NUMERIC
@ATTRIBUTE Quartile2StdDevOfNumericAtts NUMERIC
@ATTRIBUTE REPTreeDepth2AUC NUMERIC
@ATTRIBUTE J48.0001.AUC NUMERIC
@ATTRIBUTE REPTreeDepth2ErrRate NUMERIC
@ATTRIBUTE MajorityClassSize NUMERIC
@ATTRIBUTE MaxKurtosisOfNumericAtts NUMERIC
@ATTRIBUTE Quartile3MeansOfNumericAtts NUMERIC
@ATTRIBUTE MaxCardinalityOfNumericAttributes NUMERIC
@ATTRIBUTE StdevCardinalityOfNominalAttributes NUMERIC
@ATTRIBUTE MajorityClassPercentage NUMERIC
@ATTRIBUTE NoiseToSignalRatio NUMERIC
@ATTRIBUTE Quartile1MutualInformation NUMERIC
@ATTRIBUTE Quartile3AttributeEntropy NUMERIC

@DATA
2,1,12.6467958744417,0.0,21.222160356347437,22175.0,0.9315907109421729,0.8261102938928316,0.14164212004759766,0.6369584297524356,0.09436363903399038,7.0,0.0,0.19710467706013363,25.55321245297089,0.5569590016631507,1.8215224482924186,39.0,33.0,0.19710467706013363,1.189833856204398,0.0206465881071925,84.61538461538461,2.070335799473275,1.6363636363636362,0.6191022730108037,0.044331968697414056,0.008908685968819599,0.24276169265033407,7.0,0.822151031071005,0.0,1263.0946547884187,0.07282792209471876,0.19710467706013363,10.505435772171172,0.9067742570970945,1871.399107266592,0.7616926503340757,0.8721948540771287,0.6191022730108037,0.5939933958517685,0.22939866369710468,63.317343384158534,0.13251670378619154,1.1985489977728296,0.24610244988864144,0.30086540149138874,348.5042681885674,-0.005216998377390389,0.13251670378619154,0.267904435979752,0.4503332218612649,27.833333333333336,0.6064659977703456,3.0256951559020044,-0.4103706334632795,0.2383073496659243,0.5692694611232046,0.13251670378619154,1.6510459659428753,0.5939933958517685,81600.0,0.8652735384332186,0.6191022730108037,0.0,0.267904435979752,6.0,0.0,2.022468153229902,0.267904435979752,1.0,0.22828507795100222,0.4189509420009749,0.2182628062360802,898.0,771.8590427889465,4.0,100.0,15.384615384615385,6.0,-0.0,0.9067742570970945,2.3125,1.6163214052730313,26.839183802676523,0.043429844097995544,3.7532242362454777,898.0,3.7462815892316232,0.06347438752783964,0.0,0.8712082809718897,4.607030275019118,9.0,0.0,3400.0,0.6965727371473568,-0.9759090659333722,0.2515351603742048,0.9067742570970945,0.40908953764451,0.7789906449828373,0.9652300722185241,0.0,0.1714922048997773,10.256410256410255,405.1732698379093,816000.0,69.85338529046146,0.7133659706134035,0.5939933958517685,0.19265033407572382,684.0,13.117366843329496,901.2636692650347,68.0,1.5576059718800395,76.16926503340757,4.673900071775454,0.0,0.2385631077559124
3,1,0.0,0.00542648921343,0.0,0.0,0.9520419938608541,0.8609676573571107,0.972417266903898,0.9451363376145694,0.8908498653739637,null,2.0,0.007822277847309137,null,0.7569708778154078,0.9956521852360185,37.0,37.0,0.007822277847309137,0.9985755386554582,0.0184861208375775,100.0,0.232310684145723,2.027027027027027,0.8811920214059075,0.01915166562113,0.47778473091364204,0.05444305381727159,3.0,0.997615519019934,1.18053E-9,0.0,0.0,0.007822277847309137,0.0,0.9619120657405762,0.0,0.522215269086358,0.9728427352982838,0.8811920214059075,0.9960622907889662,0.05444305381727159,0.0,0.05913642052565707,0.0,0.12108886107634544,0.972417266903898,0.0,0.8908498653739637,0.05913642052565707,0.9843258097219999,0.3396437687719142,null,0.9990610328638497,0.0,0.0,0.05444305381727159,0.997615519019934,0.05913642052565707,0.0,0.9960622907889662,12.0,0.6714034536324981,0.8811920214059075,1527.0,0.9843258097219999,0.0,47.778473091364205,0.0,0.9843258097219999,2.0,0.33948685857321653,0.972417266903898,0.01376720901126408,0.0,0.0,35.0,0.0,0.0,2.0,0.004094030352641959,0.9619120657405762,2.0555555555555554,0.0,52.14040169716265,0.011576971214017523,0.0,3196.0,0.0,0.06914893617021277,0.8908498653739637,0.0,0.0,3.0,0.6794996247614244,6.0,0.9451363376145694,0.0,0.5901482912442314,0.9619120657405762,0.19826687955488,0.9451363376145694,0.0,0.28756000355035294,0.01376720901126408,94.5945945945946,0.0,24.0,0.0,0.997615519019934,0.9960622907889662,0.01376720901126408,1669.0,0.0,0.0,null,0.1643989873053572,52.221526908635795,29.814462977732955,7.77595577705E-4,0.9132329806576945
6,1,24.57612792346187,NaN,2.168141592920354,0.0,0.9559207236903551,0.939833878217649,0.7887152321892192,0.9080139521161272,0.816017080292,16.0,26.0,0.15865,0.0,0.6253250509940796,NaN,17.0,1.0,0.15865,4.69981072657316,NaN,5.88235294117647,-1.0,26.0,0.841756863867533,NaN,0.0367,0.1769,26.0,0.9544303249787935,NaN,367.2079646017699,-21.166219538631086,0.15865,1.0439638063103105,0.9425298055650914,127.22024761612741,0.04065,0.9731018928391187,0.841756863867533,0.9379676053125593,0.1769,0.0,0.15215,-23.49911504424778,0.36025,0.7887152321892192,13.741531427946773,0.816017080292,0.15215,0.8349979241615618,0.03276976655404448,16.0,0.04090204510225511,0.0,1.4871417245788516,0.1769,0.9544303249787935,0.15215,0.2875221755850734,0.9379676053125593,6656.0,0.6574545268026781,0.841756863867533,734.0,0.8349979241615618,16.0,3.6700000000000004,1.1992106839494165,0.8349979241615618,-1.0,0.9293,0.7887152321892192,0.20315,0.0,16.28627453672253,0.0,0.0,94.11764705882352,26.0,NaN,0.9425298055650914,-1.0,5.111989589910842,NaN,8.5E-4,21.166219538630987,20000.0,2.280844251141562,0.05785,0.816017080292,0.0,44.37982325425782,-1.0,NaN,416.0,0.9080139521161272,-1.6257835417902333,-1.0,0.9425298055650914,NaN,0.9080139521161272,-0.5032589866132707,NaN,0.20315,0.0,9.41550343811404,106496.0,3.1086951745704976,0.9544303249787935,0.9379676053125593,0.20315,813.0,446.00663716814086,18.87577433628319,16.0,0.0,4.0649999999999995,NaN,NaN,NaN
11,1,12.799787341869644,NaN,30.405797101449274,0.0,0.9630951121002308,0.7027931671283473,0.602373887240356,0.834430637982196,0.6257317781650802,5.0,3.0,0.1984,0.0,0.8071216617210683,NaN,5.0,1.0,0.1984,1.318116246441582,NaN,20.0,-1.0,3.0,0.6373963655418936,NaN,0.0784,0.2144,3.0,0.8525668273986152,NaN,13207.129353233831,-21.166219538631086,0.1984,3.239087842224082,0.8406824596109461,7947.066341939275,0.4608,0.9232008696010551,0.6373963655418936,0.8406824596109461,0.2144,0.0,0.1984,-23.49911504424778,0.104,0.602373887240356,77.18861771363537,0.6257317781650802,0.1984,0.6373963655418936,0.3026706231454006,5.0,0.6971153846153846,3.492256637168138,1.3971762204253837,0.2144,0.8525668273986152,0.1984,0.7492976890169514,0.8406824596109461,125.0,0.6469194362017804,0.6373963655418936,49.0,0.6373963655418936,4.0,7.84,1.4370373581788407,0.6373963655418936,-1.0,0.376,0.602373887240356,0.2144,0.0,19.51230890627917,0.0,0.0,80.0,3.0,NaN,0.8406824596109461,-1.0,7.146773571769197,NaN,0.008,21.166219538630987,625.0,2.8494785244432115,0.1648,0.6257317781650802,0.0,22.543544709775265,-1.0,NaN,25.0,0.834430637982196,-1.8165229642152725,-1.0,0.8406824596109461,NaN,0.834430637982196,-0.16048397211982157,NaN,0.2144,0.0,35.38994621567419,625.0,10.064493746739563,0.8525668273986152,0.8406824596109461,0.2144,288.0,446.00663716814086,48.913953488372094,5.0,0.0,46.08,NaN,NaN,NaN
12,1,10.269611596859992,NaN,30.405797101449274,0.0,0.9919074999999999,0.951111111111111,0.8250000000000001,0.8927777777777776,0.7855555555555556,15.0,10.0,0.1375,191.56318203970793,0.915,NaN,217.0,1.0,0.1375,3.321928094887362,NaN,0.4608294930875576,-1.0,10.0,0.8516666666666667,NaN,0.1,0.193,10.0,0.9486284722222221,NaN,13207.129353233831,-21.166219538631086,0.1375,4.448095974964398,0.9360315277777779,7947.066341939275,0.1,0.9753261111111112,0.8516666666666667,0.9277102777777778,0.193,0.0,0.1335,-23.49911504424778,0.0765,0.8250000000000001,147.65365502602322,0.7855555555555556,0.1335,0.8472222222222223,0.10388888888888889,214.72222222222223,0.9954977488744372,9.054,-0.05423844492807328,0.193,0.9486284722222221,0.1335,0.4542724483345337,0.9277102777777778,1.91455E8,0.7207469444444443,0.8516666666666667,200.0,0.8472222222222223,216.0,10.0,1.0250577224723934,0.8472222222222223,-1.0,0.8065,0.8250000000000001,0.1575,0.0,26.656454521502432,0.0,0.0,99.53917050691244,10.0,NaN,0.9360315277777779,-1.0,2.125605524969977,NaN,0.1085,21.166219538630987,2000.0,2.27977927294065,0.044,0.7855555555555556,0.0,15.861198805616464,-1.0,NaN,348100.0,0.8927777777777776,-1.8165229642152725,-1.0,0.9360315277777779,NaN,0.8927777777777776,-0.19674495823430635,NaN,0.1575,0.0,39.537896506809425,1.0491734E11,10.650001043286531,0.9486284722222221,0.9277102777777778,0.1575,200.0,446.00663716814086,69.8695652173913,590.0,0.0,10.0,NaN,NaN,NaN
14,1,8.256715085185665,NaN,24.643478260869564,0.0,0.9626375,0.765,0.6838888888888889,0.8016666666666664,0.6033333333333334,1976.0,10.0,0.282,2.0860017998007416,0.726111111111111,NaN,77.0,1.0,0.282,3.321928094887362,NaN,1.2987012987012987,-1.0,10.0,0.7177777777777777,NaN,0.1,0.357,10.0,0.9261233333333333,NaN,13207.129353233831,-21.166219538631086,0.282,2.850632802030978,0.8794304166666665,7947.066341939275,0.1,0.8825091666666666,0.7177777777777777,0.8594219444444444,0.357,0.0,0.254,-23.49911504424778,0.2465,0.6838888888888889,133.89703742652338,0.6033333333333334,0.254,0.6866666666666666,0.10611111111111111,1993.592105263158,0.9954977488744372,3.2554228855721337,-0.09207154045780497,0.357,0.9261233333333333,0.254,0.49204266144189274,0.8594219444444444,7.928215784E9,0.72435,0.7177777777777777,200.0,0.6866666666666666,76.0,10.0,0.9802128976779778,0.6866666666666666,-1.0,0.8045,0.6838888888888889,0.2845,0.0,20.541728269984432,0.0,0.0,98.7012987012987,10.0,NaN,0.8794304166666665,-1.0,1.133122466894629,NaN,0.0385,21.166219538630987,2000.0,2.27977927294065,0.2115,0.6033333333333334,0.0,14.392762596646675,-1.0,NaN,3976036.0,0.8016666666666664,-1.8165229642152725,-1.0,0.8794304166666665,NaN,0.8016666666666664,-0.11656765186471565,NaN,0.2845,0.0,35.85718493602311,1.5808862273296E13,10.064493746739563,0.9261233333333333,0.8594219444444444,0.2845,200.0,446.00663716814086,69.8695652173913,1994.0,0.0,10.0,NaN,NaN,NaN
15,1,8.03894964357999,NaN,24.643478260869564,16.0,0.9883078465880973,0.9044446672195541,0.8756551129599474,0.9516904855835366,0.9017452695441621,9.0,2.0,0.055793991416309016,0.33333333333333337,0.9125445722405428,NaN,10.0,1.0,0.055793991416309016,0.9293179372497983,NaN,10.0,-1.0,2.0,0.876873811577773,NaN,0.3447782546494993,0.044349070100143065,2.0,0.952780445378608,NaN,13207.129353233831,-21.166219538631086,0.055793991416309016,2.8170391691513195,0.9269600826251608,7947.066341939275,0.6552217453505007,0.9752215115330954,0.876873811577773,0.9269600826251608,0.044349070100143065,0.22889842632331905,0.055793991416309016,-23.49911504424778,0.04005722460658083,0.8756551129599474,132.46881897999904,0.9017452695441621,0.055793991416309016,0.876873811577773,0.8107527445175151,9.88888888888889,0.6318051575931232,3.15271816881259,-0.0913083970429035,0.044349070100143065,0.952780445378608,0.055793991416309016,0.5140480549908839,0.9269600826251608,1000.0,0.9249080432694923,0.876873811577773,241.0,0.876873811577773,9.0,34.47782546494993,0.985598053800414,0.876873811577773,-1.0,0.08869814020028613,0.8756551129599474,0.055793991416309016,16.0,19.51230890627917,1.0,2.28898426323319,90.0,2.0,NaN,0.9269600826251608,-1.0,1.106967395546886,NaN,0.01430615164520744,21.166219538630987,699.0,2.27977927294065,0.04291845493562232,0.9017452695441621,0.0,14.253656578497484,-1.0,NaN,100.0,0.9516904855835366,-1.8165229642152725,-1.0,0.9269600826251608,NaN,0.9516904855835366,-0.11363509714690845,NaN,0.055793991416309016,10.0,35.49558913564255,10000.0,10.064493746739563,0.952780445378608,0.9269600826251608,0.055793991416309016,458.0,446.00663716814086,69.8695652173913,10.0,0.0,65.52217453505007,NaN,NaN,NaN
16,1,7.973428849700271,NaN,22.4741592920354,0.0,0.9956313888888889,0.9444444444444444,0.7716666666666666,0.83,0.6599999999999999,1993.0,10.0,0.21,0.21304202581158665,0.9244444444444445,NaN,65.0,1.0,0.21,3.321928094887362,NaN,1.5384615384615385,-1.0,10.0,0.7661111111111111,NaN,0.1,0.306,10.0,0.9227765277777779,NaN,13207.129353233831,-21.166219538631086,0.21,2.1498964255065296,0.8933529166666667,7947.066341939275,0.1,0.972274861111111,0.7661111111111111,0.8896487500000001,0.306,0.0,0.2105,-23.49911504424778,0.068,0.7716666666666666,122.92534263832314,0.6599999999999999,0.2105,0.7666666666666667,0.10611111111111111,1993.953125,0.9954977488744372,0.541537610619469,-0.11129205053630997,0.306,0.9227765277777779,0.2105,0.4165116378208174,0.8896487500000001,7.928215784E9,0.6936666666666667,0.7661111111111111,200.0,0.7666666666666667,64.0,10.0,0.9142553921250606,0.7666666666666667,-1.0,0.8045,0.7716666666666666,0.2055,0.0,19.51230890627917,0.0,0.0,98.46153846153847,10.0,NaN,0.8933529166666667,-1.0,0.7089649273092662,NaN,0.0325,21.166219538630987,2000.0,2.2470963817990213,0.05,0.6599999999999999,0.0,13.222761328183434,-1.0,NaN,3976036.0,0.83,-1.8165229642152725,-1.0,0.8933529166666667,NaN,0.83,-0.11190706291394144,NaN,0.2055,0.0,33.09249534775489,1.5808862273296E13,8.969189393861358,0.9227765277777779,0.8896487500000001,0.2055,200.0,446.00663716814086,69.8695652173913,1994.0,0.0,10.0,NaN,NaN,NaN
18,1,7.973428849700271,NaN,22.32,0.0,0.9512127777777779,0.6338888888888888,0.6738888888888889,0.8167275,0.6283333333333333,3.0,10.0,0.2955,1001.5203276352742,0.6672222222222223,NaN,7.0,1.0,0.2955,3.321928094887362,NaN,14.285714285714285,-1.0,10.0,0.6716666666666667,NaN,0.1,0.3345,10.0,0.9442476388888889,NaN,13207.129353233831,-21.166219538631086,0.2955,2.1016873181471327,0.9113406944444443,7947.066341939275,0.1,0.8227808333333333,0.6716666666666667,0.9113406944444443,0.3345,0.0,0.2955,-23.49911504424778,0.2995,0.6738888888888889,132.60784377716573,0.6283333333333333,0.2955,0.6716666666666667,0.10944444444444444,917.8333333333334,0.9954977488744372,0.5472345132743361,-0.12407278912941,0.3345,0.9442476388888889,0.2955,0.4183033260475714,0.9113406944444443,6.113838656E9,0.7612499999999999,0.6716666666666667,200.0,0.6716666666666667,6.0,10.0,0.9117928139989596,0.6716666666666667,-1.0,0.8015,0.6738888888888889,0.2935,0.0,19.51230890627917,0.0,0.0,85.71428571428571,10.0,NaN,0.9113406944444443,-1.0,0.7089649273092662,NaN,0.0035,21.166219538630987,2000.0,2.1798407195521747,0.3295,0.6283333333333333,0.0,13.090467948929883,-1.0,NaN,3560768.0,0.8167275,-1.8165229642152725,-1.0,0.9113406944444443,NaN,0.8167275,-0.10885687783986406,NaN,0.2935,0.0,37.8568266740338,6.113838656E10,8.901435489677405,0.9442476388888889,0.9113406944444443,0.2935,200.0,446.00663716814086,69.8695652173913,1888.0,0.0,10.0,NaN,NaN,NaN
20,1,0.0,0.35220018419418,0.0,0.0,0.9948102777777779,0.9472222222222222,0.6744444444444444,0.7995606944444443,0.5455555555555556,null,5.0,0.247,null,0.9222222222222223,2.485861365938934,241.0,241.0,0.247,3.321928094887362,0.416425330283185,100.0,0.4914896378930154,6.8796680497925315,0.736111111111111,0.34802686495807234,0.1,0.409,10.0,0.8865322222222223,0.04048954203075,0.0,0.0,0.247,0.0,0.8937422222222221,0.0,0.1,0.9765262499999999,0.736111111111111,0.8903826388888888,0.409,0.0,0.2375,0.0,0.07,0.6744444444444444,0.0,0.5455555555555556,0.2375,0.7255555555555556,0.10388888888888889,null,0.9954977488744372,0.0,0.0,0.409,0.8865322222222223,0.2375,0.0,0.8903826388888888,490.0,0.7220933333333333,0.736111111111111,200.0,0.7255555555555556,0.0,10.0,0.0,0.7255555555555556,5.0,0.8065,0.6744444444444444,0.293,0.0,0.0,0.0,0.0,0.0,10.0,0.5344604897233257,0.8937422222222221,6.866666666666666,0.0,9.54503352862591,0.1205,0.0,2000.0,0.0,0.0475,0.5455555555555556,0.0,0.0,7.0,1.7885772678104699,70.0,0.7995606944444443,0.0,1.783969683848514,0.8937422222222221,0.69725435953817,0.7995606944444443,0.0,1.6279751735710573,0.293,0.0,0.0,3430.0,0.0,0.8865322222222223,0.8903826388888888,0.293,200.0,0.0,0.0,null,0.5303708350609642,10.0,4.1259539520417,0.26666342391335,1.9614414127795166
